show_id,title,Likes,Languages,Genres,Descriptions
s6428,Casino Royale,91%,,,"Special Agent James Bond embarks on a mission to prevent Le Chiffre, a mob banker, from winning a high stakes poker game. He is aided by Vesper Lynd, a British Treasury agent."
s200,Koi Aap Sa,68%,,,"Simran helps her best friend, Rohan, win over the girl he likes, Preeti. However, trouble ensues when Simran gets pregnant and Rohan is forced to marry her."
s6681,Elephants Dream 4 Hour,61%,,,"Friends Proog and Emo journey inside the folds of a seemingly infinite Machine, exploring the dark and twisted complex of wires, gears, and cogs, until a moment of conflict negates all their assumptions."
s4733,Rang De Basanti,91%,,,"When Sue selects a few students to portray various Indian freedom fighters in her film, she unwittingly awakens their patriotism. The emotional and mental process turns them into rebels for a cause."
s7187,Khosla Ka Ghosla,94%,,,"Kamal Khosla's land is grabbed by a thug named Khurana. In a bid to retrieve their land, Khosla's son Cherry and his friends step in armed with a clever plan to fool the crook."
s336,Freedomland,67%,,,"A woman accuses an African American man of being involved in the disappearance of her child. A detective deems that the woman is concealing something, and an investigation begins."
s2613,Beynelmilel,64%,,,"When a local musician and his band are forced to perform in honour of a right-wing coup, his daughter schemes to make their music subversive."
s2634,She Made Me a Criminal,80%,,,"To gain access to her trust fund, a rich girl stages her own kidnapping with the assistance of her best friend and a naive young man."
s7749,Planet Earth: The Complete Collection,,,,
s2659,Bleach,92%,,,"Ichigo Kurosaki never asked for the ability to see ghosts -- he was born with the gift. When his family is attacked by a Hollow -- a malevolent lost soul -- Ichigo becomes a Soul Reaper, dedicating his life to protecting the innocent and helping the tortured spirits themselves find peace."
s1103,Accepted,72%,,,"Bartleby, an idler, is rejected by all the colleges he applies to, much to the dismay of his overly expectant parents. With the help of his friends, he creates his own institution."
s1044,Gilmore Girls,93%,,,"Lorelai Gilmore, an independent young woman, shares a close bond with her wilful daughter, Rory. However, her relationship with her own mother is strained."
s2731,Kabhi Alvida Naa Kehna,72%,Hindi,,"Dev and Maya, who face struggles in their respective marriages, become friends. They try to help each other salvage their relationships but end up falling in love instead."
s7725,Penelope,79%,,,"A modern day fairy tale whereby a young girl from a mysterious, wealthy family must find true love in order to break a special curse, called the Wilhern spell, which she inherits from her family."
s8690,Waiting...,76%,,,"A group of young workers at Shenanigan's, a fast-food outlet, discover unique and unconventional ways to get rid of their boredom."
s62,Naruto the Movie 2: Legend of the Stone of Gelel,87%,,,"Naruto, Shikamaru and Sakura must protect a powerful stone from being used by evil forces."
s6853,Gie,,,,
s130,An Unfinished Life,66%,,,"Jean, victimised by her abusive boyfriend, moves to the home of her estranged father-in-law along with her young daughter. As time passes, both learn to overcome their past differences."
s152,Initial D,,," Seinen manga, Action manga, Human drama","Initial D is a Japanese street racing manga series written and illustrated by Shuichi Shigeno. It was serialized in Kodansha's seinen manga magazine Weekly Young Magazine from 1995 to 2013, with the chapters collected into 48 tankÅbon volumes. Wikipedia"
s7153,Just Friends,83%,,,"Chris, a man who is overweight, goes through a transformation and becomes successful in life. Soon, he comes across his high school crush and former best friend, Jamie, who rejected him years ago."
s6377,Brick,79%,,,"Brendan Frye, a high school student, leads a lonely life after a breakup with his girlfriend. Later, he learns about the disappearance of his ex-girlfriend and decides to investigate the case."
s7533,My Brother ... Nikhil,85%,,,"Nikhil, a bright young swimmer, finds his life falling apart after getting diagnosed with HIV. In his troubled times, he finds the support of his sister, Anamika, and his boyfriend, Nigel."
s1894,DreamWorks Happy Holidays from Madagascar,69%,,,Love is in the air when Julian discovers a magic fragrance; Private goes on a last-minute shopping trip; Santa Claus crash lands on the island of Madagascar.
s4554,Monty Python's Personal Best,87%,,,A showcase of the original Monty Python troupe performing some of their personal best flying circus material.
s1819,Bosta,,,,
s1833,Zozo,61%,,,"When five friends decide to play with a Ouija board, they are not prepared for the events that follow. In a remote house, the group catches the attention of a malevolent demon named ZoZo."
s1849,Half & Half,92%,,,"Half-sisters Mona and Dee Dee are virtual strangers who have grown up separately and suddenly become neighbors in the same San Francisco apartment building. Mona is a budding music executive raised by her single mother to be free-spirited and independent. By contrast, younger Dee Dee is a privileged honor-roll collegian who grew up in a two-parent home but seeks her identity out of the shadow of her overbearing mother.â€¦\xa0MORE"
s1917,Rize,,,,
s3477,The Squid and the Whale,78%,,,"Although the Berkman family appears to be an ideal one, they live a disjointed life. When the parents get separated, the children must deal with the trauma."
s4584,"Main, Meri Patni Aur Woh",68%,,,"Mithilesh, a man who is uncomfortable with his personality, marries Veena, a beautiful woman. His insecurities and suspicions, however, wreak havoc in his marriage."
s8669,V for Vendetta,89%,,,"In a futuristic and totalitarian Britain, a freedom fighter uses terrorist tactics to fight the oppressive society. Evey aids him in his mission to bring down the government."
s8794,"Yours, Mine and Ours",83%,,,"A widower meets his ex-girlfriend and the pair soon decides to marry. However, the eighteen children they have between them ensure the path of love doesn't run smoothly."
s7361,Lucky: No Time for Love,70%,,,"Lucky is molested by a Russian boy on her way to school but she escapes and hides in Aditya's car. When a terrorist attack breaks out, the two manage to escape and hide in an isolated graveyard."
s6635,Doom,,,,"Doom is a video game series and media franchise created by John Carmack, John Romero, Adrian Carmack, Kevin Cloud, and Tom Hall. Wikipedia"
s6844,Getting Played,,,,
s6927,Harlem Globetrotters: The Team That Changed the World,,,,"""The Team that Changed the World,"" investigates the Globetrotters\' impact socially and culturally, as well as their lasting effect on the NBA. Featuring interviews with basketball players, celebrities, politicians, and more, the documentary also shows how the Globetrotters continue to serve as ""Ambassadors of Goodwill"" and touch audiences around the world today.â€¦\xa0MORE"
s7209,King's Ransom,69%,,,"To avoid a huge divorce settlement, Malcolm King comes up with a plan to stage his own kidnapping. Things do not go as planned when greed creeps in and King finds himself in some serious trouble."
s8334,The Great Raid,78%,,,"Towards the end of World War II, the 6th Ranger Battalion, along with the Filipino resistance, embarks on a daring mission to rescue captive American soldiers from a Japanese POW camp in Cabanatuan."
s2513,Zaki Chan,72%,,,"Zaki applies to be a bodyguard for a girl and her little brother. Although he is not physically sound for the job, he gets it but discovers that the girl is a troublemaker."
s932,Fun with Dick & Jane,,,,
s2846,The Death of Mr. Lazarescu,89%,,,"Mr. Lazarescu (Ion Fiscuteanu) is a retired Romanian engineer, spending his time in the company of his cats and booze. When he starts feeling unusually ill, he first seeks painkillers from his neighbors. It soon becomes apparent that Lazarescu is indeed sick, and an ambulance arrives with a nurse (Luminita Gheorghiu) who has a few ideas about what could be the problem. However, a major traffic accident and poor organization leaves little room in Romanian hospitals for the fading Lazarescu.â€¦\xa0MORE"
s1150,Yu-Gi-Oh!,,," Adventure fiction, Science fantasy","Yu-Gi-Oh! is a Japanese manga series written and illustrated by Kazuki Takahashi. It was serialized in Shueisha's Weekly ShÅnen Jump magazine between September 1996 and March 2004. The plot follows the story of a boy named Yugi Mutou, who solves the ancient Millennium Puzzle. Wikipedia"
s6467,Chicken Little,79%,,,"When a piece of sky falls on the head of Chicken Little, no one believes him. However, his friends trust him and together they save the world from ending."
s7151,Junebug,66%,,,"On the way to meet with an independent artist in the South, newlywed art dealer Madeleine (Embeth Davidtz) is convinced by her husband, George (Alessandro Nivola), that they should stop to meet his family in North Carolina. Madeleine's affluent lifestyle clashes with the family, but she befriends George's wide-eyed and pregnant sister-in-law, Ashley (Amy Adams), who is nearing her due date. Through the family, Madeleine gains greater insight into George's character.â€¦\xa0MORE"
